	station_id	stationname	date	daytype	rides	newDates	season
452515	40580	54th/Cermak	09/11/2012	W	2331	2012-09-11	Fall
595647	40580	54th/Cermak	09/12/2012	W	2290	2012-09-12	Fall
497931	40580	54th/Cermak	09/13/2012	W	2308	2012-09-13	Fall
245911	40580	54th/Cermak	09/14/2012	W	2227	2012-09-14	Fall
359423	40580	54th/Cermak	09/15/2012	A	1434	2012-09-15	Fall
574127	40580	54th/Cermak	09/16/2012	U	988	2012-09-16	Fall
780729	40580	54th/Cermak	09/17/2012	W	2140	2012-09-17	Fall
310556	40580	54th/Cermak	09/18/2012	W	2333	2012-09-18	Fall
366473	40580	54th/Cermak	09/19/2012	W	2278	2012-09-19	Fall
714568	40580	54th/Cermak	09/20/2012	W	2285	2012-09-20	Fall
338025	40580	54th/Cermak	09/21/2012	W	2154	2012-09-21	Fall
174696	40580	54th/Cermak	09/22/2012	A	1217	2012-09-22	Fall
586397	40580	54th/Cermak	09/23/2012	U	878	2012-09-23	Fall
307807	40580	54th/Cermak	09/24/2012	W	2174	2012-09-24	Fall
644767	40580	54th/Cermak	09/25/2012	W	2316	2012-09-25	Fall
288641	40580	54th/Cermak	09/26/2012	W	2299	2012-09-26	Fall
958280	40580	54th/Cermak	09/27/2012	W	2283	2012-09-27	Fall
675362	40580	54th/Cermak	09/28/2012	W	2194	2012-09-28	Fall
204904	40580	54th/Cermak	09/29/2012	A	1439	2012-09-29	Fall
287366	40580	54th/Cermak	09/30/2012	U	930	2012-09-30	Fall
408698	40580	54th/Cermak	10/01/2012	W	2225	2012-10-01	Fall
597515	40580	54th/Cermak	10/02/2012	W	2345	2012-10-02	Fall
569608	40580	54th/Cermak	10/03/2012	W	2329	2012-10-03	Fall
641620	40580	54th/Cermak	10/04/2012	W	2338	2012-10-04	Fall
919935	40580	54th/Cermak	10/05/2012	W	2217	2012-10-05	Fall
484330	40580	54th/Cermak	10/06/2012	A	1243	2012-10-06	Fall
711883	40580	54th/Cermak	10/07/2012	U	1041	2012-10-07	Fall
558538	40580	54th/Cermak	10/08/2012	W	1943	2012-10-08	Fall
151664	40580	54th/Cermak	10/09/2012	W	2313	2012-10-09	Fall
958213	40580	54th/Cermak	10/10/2012	W	2236	2012-10-10	Fall
321398	40580	54th/Cermak	10/11/2012	W	2239	2012-10-11	Fall
997382	40580	54th/Cermak	10/12/2012	W	2210	2012-10-12	Fall
877802	40580	54th/Cermak	10/13/2012	A	1163	2012-10-13	Fall
361765	40580	54th/Cermak	10/14/2012	U	760	2012-10-14	Fall
352785	40580	54th/Cermak	10/15/2012	W	2219	2012-10-15	Fall
718146	40580	54th/Cermak	10/16/2012	W	2354	2012-10-16	Fall
250030	40580	54th/Cermak	10/17/2012	W	2269	2012-10-17	Fall
451121	40580	54th/Cermak	10/18/2012	W	2332	2012-10-18	Fall
875692	40580	54th/Cermak	10/19/2012	W	2121	2012-10-19	Fall
607014	40580	54th/Cermak	10/20/2012	A	1336	2012-10-20	Fall
874784	40580	54th/Cermak	10/21/2012	U	889	2012-10-21	Fall
445514	40580	54th/Cermak	10/22/2012	W	2146	2012-10-22	Fall
683282	40580	54th/Cermak	10/23/2012	W	2328	2012-10-23	Fall
640132	40580	54th/Cermak	10/24/2012	W	2285	2012-10-24	Fall
824294	40580	54th/Cermak	10/25/2012	W	2343	2012-10-25	Fall
732884	40580	54th/Cermak	10/26/2012	W	2153	2012-10-26	Fall
800564	40580	54th/Cermak	10/27/2012	A	1346	2012-10-27	Fall
415913	40580	54th/Cermak	10/28/2012	U	802	2012-10-28	Fall
508457	40580	54th/Cermak	10/29/2012	W	2181	2012-10-29	Fall
893617	40580	54th/Cermak	10/30/2012	W	2183	2012-10-30	Fall
850405	40580	54th/Cermak	10/31/2012	W	2147	2012-10-31	Fall
767412	40580	54th/Cermak	11/01/2012	W	2244	2012-11-01	Fall
350547	40580	54th/Cermak	11/02/2012	W	2108	2012-11-02	Fall
996155	40580	54th/Cermak	11/03/2012	A	1242	2012-11-03	Fall
416731	40580	54th/Cermak	11/04/2012	U	885	2012-11-04	Fall
571826	40580	54th/Cermak	11/05/2012	W	2135	2012-11-05	Fall
395574	40580	54th/Cermak	11/06/2012	W	2154	2012-11-06	Fall
890712	40580	54th/Cermak	11/07/2012	W	2214	2012-11-07	Fall
749563	40580	54th/Cermak	11/08/2012	W	2238	2012-11-08	Fall
491647	40580	54th/Cermak	11/09/2012	W	2288	2012-11-09	Fall
712526	40580	54th/Cermak	11/10/2012	A	1295	2012-11-10	Fall
658536	40580	54th/Cermak	11/11/2012	U	924	2012-11-11	Fall
273371	40580	54th/Cermak	11/12/2012	W	2033	2012-11-12	Fall
283560	40580	54th/Cermak	11/13/2012	W	2325	2012-11-13	Fall
570285	40580	54th/Cermak	11/14/2012	W	2190	2012-11-14	Fall
929839	40580	54th/Cermak	11/15/2012	W	2194	2012-11-15	Fall
332227	40580	54th/Cermak	11/16/2012	W	2117	2012-11-16	Fall
504470	40580	54th/Cermak	11/17/2012	A	1724	2012-11-17	Fall
970782	40580	54th/Cermak	11/18/2012	U	905	2012-11-18	Fall
834421	40580	54th/Cermak	11/19/2012	W	2196	2012-11-19	Fall
549349	40580	54th/Cermak	11/20/2012	W	2209	2012-11-20	Fall
831686	40580	54th/Cermak	11/21/2012	W	2123	2012-11-21	Fall
292314	40580	54th/Cermak	11/22/2012	U	758	2012-11-22	Fall
361758	40580	54th/Cermak	11/23/2012	W	1251	2012-11-23	Fall
1008798	40580	54th/Cermak	11/24/2012	A	1053	2012-11-24	Fall
377110	40580	54th/Cermak	11/25/2012	U	860	2012-11-25	Fall
317835	40580	54th/Cermak	11/26/2012	W	2016	2012-11-26	Fall
260483	40580	54th/Cermak	11/27/2012	W	2127	2012-11-27	Fall
285229	40580	54th/Cermak	11/28/2012	W	2178	2012-11-28	Fall
228935	40580	54th/Cermak	11/29/2012	W	2138	2012-11-29	Fall
611592	40580	54th/Cermak	11/30/2012	W	2234	2012-11-30	Fall
901062	40580	54th/Cermak	12/01/2012	A	1403	2012-12-01	Winter
713227	40580	54th/Cermak	12/02/2012	U	940	2012-12-02	Winter
231149	40580	54th/Cermak	12/03/2012	W	2185	2012-12-03	Winter
782675	40580	54th/Cermak	12/04/2012	W	2208	2012-12-04	Winter
244422	40580	54th/Cermak	12/05/2012	W	2251	2012-12-05	Winter
979593	40580	54th/Cermak	12/06/2012	W	2114	2012-12-06	Winter
771523	40580	54th/Cermak	12/07/2012	W	2086	2012-12-07	Winter
424736	40580	54th/Cermak	12/08/2012	A	1357	2012-12-08	Winter
651086	40580	54th/Cermak	12/09/2012	U	845	2012-12-09	Winter
852484	40580	54th/Cermak	12/10/2012	W	2021	2012-12-10	Winter
693987	40580	54th/Cermak	12/11/2012	W	2076	2012-12-11	Winter
177123	40580	54th/Cermak	12/12/2012	W	2094	2012-12-12	Winter
400843	40580	54th/Cermak	12/13/2012	W	1712	2012-12-13	Winter
362888	40580	54th/Cermak	12/14/2012	W	1085	2012-12-14	Winter
704209	40580	54th/Cermak	12/15/2012	A	1162	2012-12-15	Winter
892453	40580	54th/Cermak	12/16/2012	U	913	2012-12-16	Winter
360658	40580	54th/Cermak	12/17/2012	W	1897	2012-12-17	Winter
605588	40580	54th/Cermak	12/18/2012	W	1978	2012-12-18	Winter
691452	40580	54th/Cermak	12/19/2012	W	2042	2012-12-19	Winter
232714	40580	54th/Cermak	12/20/2012	W	1943	2012-12-20	Winter
517132	40580	54th/Cermak	12/21/2012	W	1859	2012-12-21	Winter
163545	40580	54th/Cermak	12/22/2012	A	1211	2012-12-22	Winter
599464	40580	54th/Cermak	12/23/2012	U	918	2012-12-23	Winter
690008	40580	54th/Cermak	12/24/2012	W	1054	2012-12-24	Winter
176505	40580	54th/Cermak	12/25/2012	U	432	2012-12-25	Winter
805292	40580	54th/Cermak	12/26/2012	W	1546	2012-12-26	Winter
932625	40580	54th/Cermak	12/27/2012	W	1741	2012-12-27	Winter
831619	40580	54th/Cermak	12/28/2012	W	1786	2012-12-28	Winter
850681	40580	54th/Cermak	12/29/2012	A	1067	2012-12-29	Winter
394008	40580	54th/Cermak	12/30/2012	U	765	2012-12-30	Winter
721963	40580	54th/Cermak	12/31/2012	W	1288	2012-12-31	Winter
264595	40580	54th/Cermak	01/01/2013	U	678	2013-01-01	Winter
552489	40580	54th/Cermak	01/02/2013	W	1688	2013-01-02	Winter
919500	40580	54th/Cermak	01/03/2013	W	1766	2013-01-03	Winter
497694	40580	54th/Cermak	01/04/2013	W	1836	2013-01-04	Winter
369754	40580	54th/Cermak	01/05/2013	A	1037	2013-01-05	Winter
356123	40580	54th/Cermak	01/06/2013	U	733	2013-01-06	Winter
272239	40580	54th/Cermak	01/07/2013	W	1942	2013-01-07	Winter
776691	40580	54th/Cermak	01/08/2013	W	1989	2013-01-08	Winter
657389	40580	54th/Cermak	01/09/2013	W	2015	2013-01-09	Winter
795875	40580	54th/Cermak	01/10/2013	W	1991	2013-01-10	Winter
572697	40580	54th/Cermak	01/11/2013	W	1943	2013-01-11	Winter
248216	40580	54th/Cermak	01/12/2013	A	1130	2013-01-12	Winter
518747	40580	54th/Cermak	01/13/2013	U	730	2013-01-13	Winter
787108	40580	54th/Cermak	01/14/2013	W	1948	2013-01-14	Winter
915111	40580	54th/Cermak	01/15/2013	W	2053	2013-01-15	Winter
749407	40580	54th/Cermak	01/16/2013	W	2046	2013-01-16	Winter
715620	40580	54th/Cermak	01/17/2013	W	2030	2013-01-17	Winter
729015	40580	54th/Cermak	01/18/2013	W	2003	2013-01-18	Winter
566798	40580	54th/Cermak	01/19/2013	A	1178	2013-01-19	Winter
602130	40580	54th/Cermak	01/20/2013	U	669	2013-01-20	Winter
844586	40580	54th/Cermak	01/21/2013	W	1290	2013-01-21	Winter
517508	40580	54th/Cermak	01/22/2013	W	1858	2013-01-22	Winter
556196	40580	54th/Cermak	01/23/2013	W	1928	2013-01-23	Winter
899689	40580	54th/Cermak	01/24/2013	W	1964	2013-01-24	Winter
321183	40580	54th/Cermak	01/25/2013	W	1872	2013-01-25	Winter
524778	40580	54th/Cermak	01/26/2013	A	1033	2013-01-26	Winter
785453	40580	54th/Cermak	01/27/2013	U	701	2013-01-27	Winter
688167	40580	54th/Cermak	01/28/2013	W	2042	2013-01-28	Winter
145738	40580	54th/Cermak	01/29/2013	W	2055	2013-01-29	Winter
380291	40580	54th/Cermak	01/30/2013	W	2089	2013-01-30	Winter
992677	40580	54th/Cermak	01/31/2013	W	1993	2013-01-31	Winter
387495	40580	54th/Cermak	02/01/2013	W	1797	2013-02-01	Winter
383411	40580	54th/Cermak	02/02/2013	A	999	2013-02-02	Winter
868960	40580	54th/Cermak	02/03/2013	U	706	2013-02-03	Winter
791371	40580	54th/Cermak	02/04/2013	W	1904	2013-02-04	Winter
713313	40580	54th/Cermak	02/05/2013	W	2051	2013-02-05	Winter
591403	40580	54th/Cermak	02/06/2013	W	2104	2013-02-06	Winter
486728	40580	54th/Cermak	02/07/2013	W	2008	2013-02-07	Winter
460914	40580	54th/Cermak	02/08/2013	W	1936	2013-02-08	Winter
594795	40580	54th/Cermak	02/09/2013	A	1103	2013-02-09	Winter
620486	40580	54th/Cermak	02/10/2013	U	697	2013-02-10	Winter
400350	40580	54th/Cermak	02/11/2013	W	1980	2013-02-11	Winter
390865	40580	54th/Cermak	02/12/2013	W	1951	2013-02-12	Winter
692347	40580	54th/Cermak	02/13/2013	W	2071	2013-02-13	Winter
904290	40580	54th/Cermak	02/14/2013	W	2051	2013-02-14	Winter
531439	40580	54th/Cermak	02/15/2013	W	1897	2013-02-15	Winter
588731	40580	54th/Cermak	02/16/2013	A	1060	2013-02-16	Winter
358549	40580	54th/Cermak	02/17/2013	U	826	2013-02-17	Winter
561203	40580	54th/Cermak	02/18/2013	W	1752	2013-02-18	Winter
960718	40580	54th/Cermak	02/19/2013	W	2011	2013-02-19	Winter
940168	40580	54th/Cermak	02/20/2013	W	1987	2013-02-20	Winter
686890	40580	54th/Cermak	02/21/2013	W	2040	2013-02-21	Winter
267752	40580	54th/Cermak	02/22/2013	W	1843	2013-02-22	Winter
779573	40580	54th/Cermak	02/23/2013	A	1127	2013-02-23	Winter
732641	40580	54th/Cermak	02/24/2013	U	749	2013-02-24	Winter
542799	40580	54th/Cermak	02/25/2013	W	1952	2013-02-25	Winter
585021	40580	54th/Cermak	02/26/2013	W	1940	2013-02-26	Winter
197895	40580	54th/Cermak	02/27/2013	W	2107	2013-02-27	Winter
665592	40580	54th/Cermak	02/28/2013	W	2101	2013-02-28	Winter
927673	40580	54th/Cermak	03/01/2013	W	2004	2013-03-01	Spring
189238	40580	54th/Cermak	03/02/2013	A	1080	2013-03-02	Spring
633164	40580	54th/Cermak	03/03/2013	U	685	2013-03-03	Spring
916504	40580	54th/Cermak	03/04/2013	W	1924	2013-03-04	Spring
162889	40580	54th/Cermak	03/05/2013	W	1869	2013-03-05	Spring
431441	40580	54th/Cermak	03/06/2013	W	1952	2013-03-06	Spring
746293	40580	54th/Cermak	03/07/2013	W	2019	2013-03-07	Spring
491770	40580	54th/Cermak	03/08/2013	W	1994	2013-03-08	Spring
623849	40580	54th/Cermak	03/09/2013	A	1002	2013-03-09	Spring
477732	40580	54th/Cermak	03/10/2013	U	643	2013-03-10	Spring
225710	40580	54th/Cermak	03/11/2013	W	2012	2013-03-11	Spring
410884	40580	54th/Cermak	03/12/2013	W	2122	2013-03-12	Spring
762427	40580	54th/Cermak	03/13/2013	W	2073	2013-03-13	Spring
693361	40580	54th/Cermak	03/14/2013	W	2056	2013-03-14	Spring
963714	40580	54th/Cermak	03/15/2013	W	1966	2013-03-15	Spring
249155	40580	54th/Cermak	03/16/2013	A	1317	2013-03-16	Spring
966160	40580	54th/Cermak	03/17/2013	U	846	2013-03-17	Spring
324908	40580	54th/Cermak	03/18/2013	W	1962	2013-03-18	Spring
454207	40580	54th/Cermak	03/19/2013	W	2106	2013-03-19	Spring
686565	40580	54th/Cermak	03/20/2013	W	2021	2013-03-20	Spring
478953	40580	54th/Cermak	03/21/2013	W	2094	2013-03-21	Spring
935143	40580	54th/Cermak	03/22/2013	W	2066	2013-03-22	Spring
884604	40580	54th/Cermak	03/23/2013	A	1193	2013-03-23	Spring
458174	40580	54th/Cermak	03/24/2013	U	753	2013-03-24	Spring
539657	40580	54th/Cermak	03/25/2013	W	1877	2013-03-25	Spring
734872	40580	54th/Cermak	03/26/2013	W	1991	2013-03-26	Spring
508605	40580	54th/Cermak	03/27/2013	W	2052	2013-03-27	Spring
584559	40580	54th/Cermak	03/28/2013	W	2056	2013-03-28	Spring
400530	40580	54th/Cermak	03/29/2013	W	1937	2013-03-29	Spring
681600	40580	54th/Cermak	03/30/2013	A	1251	2013-03-30	Spring
546114	40580	54th/Cermak	03/31/2013	U	761	2013-03-31	Spring
196885	40580	54th/Cermak	04/01/2013	W	1984	2013-04-01	Spring
695790	40580	54th/Cermak	04/02/2013	W	2106	2013-04-02	Spring
986233	40580	54th/Cermak	04/03/2013	W	2208	2013-04-03	Spring
240758	40580	54th/Cermak	04/04/2013	W	2365	2013-04-04	Spring
769489	40580	54th/Cermak	04/05/2013	W	2120	2013-04-05	Spring
319638	40580	54th/Cermak	04/06/2013	A	1307	2013-04-06	Spring
354452	40580	54th/Cermak	04/07/2013	U	972	2013-04-07	Spring
375792	40580	54th/Cermak	04/08/2013	W	2211	2013-04-08	Spring
508821	40580	54th/Cermak	04/09/2013	W	2236	2013-04-09	Spring
465743	40580	54th/Cermak	04/10/2013	W	2176	2013-04-10	Spring
436908	40580	54th/Cermak	04/11/2013	W	2234	2013-04-11	Spring
172981	40580	54th/Cermak	04/12/2013	W	2111	2013-04-12	Spring
276587	40580	54th/Cermak	04/13/2013	A	1265	2013-04-13	Spring
654030	40580	54th/Cermak	04/14/2013	U	938	2013-04-14	Spring
818418	40580	54th/Cermak	04/15/2013	W	2123	2013-04-15	Spring
360354	40580	54th/Cermak	04/16/2013	W	2150	2013-04-16	Spring
716959	40580	54th/Cermak	04/17/2013	W	2120	2013-04-17	Spring
357554	40580	54th/Cermak	04/18/2013	W	2036	2013-04-18	Spring
509471	40580	54th/Cermak	04/19/2013	W	1991	2013-04-19	Spring
254196	40580	54th/Cermak	04/20/2013	A	1238	2013-04-20	Spring
378847	40580	54th/Cermak	04/21/2013	U	878	2013-04-21	Spring
287063	40580	54th/Cermak	04/22/2013	W	2209	2013-04-22	Spring
661636	40580	54th/Cermak	04/23/2013	W	2132	2013-04-23	Spring
532705	40580	54th/Cermak	04/24/2013	W	2226	2013-04-24	Spring
275497	40580	54th/Cermak	04/25/2013	W	2212	2013-04-25	Spring
601113	40580	54th/Cermak	04/26/2013	W	2245	2013-04-26	Spring
692662	40580	54th/Cermak	04/27/2013	A	1286	2013-04-27	Spring
421161	40580	54th/Cermak	04/28/2013	U	873	2013-04-28	Spring
844761	40580	54th/Cermak	04/29/2013	W	2113	2013-04-29	Spring
457381	40580	54th/Cermak	04/30/2013	W	2230	2013-04-30	Spring
699991	40580	54th/Cermak	05/01/2013	W	2210	2013-05-01	Spring
894641	40580	54th/Cermak	05/02/2013	W	2050	2013-05-02	Spring
660717	40580	54th/Cermak	05/03/2013	W	2079	2013-05-03	Spring
674647	40580	54th/Cermak	05/04/2013	A	1215	2013-05-04	Spring
953193	40580	54th/Cermak	05/05/2013	U	879	2013-05-05	Spring
714370	40580	54th/Cermak	05/06/2013	W	2106	2013-05-06	Spring
634405	40580	54th/Cermak	05/07/2013	W	2222	2013-05-07	Spring
1010692	40580	54th/Cermak	05/08/2013	W	2260	2013-05-08	Spring
290240	40580	54th/Cermak	05/09/2013	W	2185	2013-05-09	Spring
172520	40580	54th/Cermak	05/10/2013	W	2073	2013-05-10	Spring
658102	40580	54th/Cermak	05/11/2013	A	1207	2013-05-11	Spring
277111	40580	54th/Cermak	05/12/2013	U	816	2013-05-12	Spring
605653	40580	54th/Cermak	05/13/2013	W	2080	2013-05-13	Spring
753425	40580	54th/Cermak	05/14/2013	W	2212	2013-05-14	Spring
1004558	40580	54th/Cermak	05/15/2013	W	2256	2013-05-15	Spring
612435	40580	54th/Cermak	05/16/2013	W	2301	2013-05-16	Spring
523825	40580	54th/Cermak	05/17/2013	W	2105	2013-05-17	Spring
238104	40580	54th/Cermak	05/18/2013	A	1415	2013-05-18	Spring
739040	40580	54th/Cermak	05/19/2013	U	1049	2013-05-19	Spring
194736	40580	54th/Cermak	05/20/2013	W	2160	2013-05-20	Spring
796649	40580	54th/Cermak	05/21/2013	W	1960	2013-05-21	Spring
884154	40580	54th/Cermak	05/22/2013	W	2083	2013-05-22	Spring
996113	40580	54th/Cermak	05/23/2013	W	2026	2013-05-23	Spring
908821	40580	54th/Cermak	05/24/2013	W	2107	2013-05-24	Spring
540720	40580	54th/Cermak	05/25/2013	A	1076	2013-05-25	Spring
158465	40580	54th/Cermak	05/26/2013	U	897	2013-05-26	Spring
154008	40580	54th/Cermak	05/27/2013	U	898	2013-05-27	Spring
747602	40580	54th/Cermak	05/28/2013	W	2064	2013-05-28	Spring
547751	40580	54th/Cermak	05/29/2013	W	2108	2013-05-29	Spring
413256	40580	54th/Cermak	05/30/2013	W	2116	2013-05-30	Spring
764364	40580	54th/Cermak	05/31/2013	W	2221	2013-05-31	Spring
807477	40580	54th/Cermak	06/01/2013	A	1294	2013-06-01	Summer
941406	40580	54th/Cermak	06/02/2013	U	931	2013-06-02	Summer
334951	40580	54th/Cermak	06/03/2013	W	2231	2013-06-03	Summer
940000	40580	54th/Cermak	06/04/2013	W	2271	2013-06-04	Summer
319490	40580	54th/Cermak	06/05/2013	W	2202	2013-06-05	Summer
743257	40580	54th/Cermak	06/06/2013	W	2184	2013-06-06	Summer
892514	40580	54th/Cermak	06/07/2013	W	2298	2013-06-07	Summer
1001574	40580	54th/Cermak	06/08/2013	A	1438	2013-06-08	Summer
846299	40580	54th/Cermak	06/09/2013	U	967	2013-06-09	Summer
661823	40580	54th/Cermak	06/10/2013	W	2114	2013-06-10	Summer
145914	40580	54th/Cermak	06/11/2013	W	2237	2013-06-11	Summer
421608	40580	54th/Cermak	06/12/2013	W	2170	2013-06-12	Summer
590960	40580	54th/Cermak	06/13/2013	W	2409	2013-06-13	Summer
320373	40580	54th/Cermak	06/14/2013	W	2291	2013-06-14	Summer
548762	40580	54th/Cermak	06/15/2013	A	1220	2013-06-15	Summer
933975	40580	54th/Cermak	06/16/2013	U	1005	2013-06-16	Summer
842511	40580	54th/Cermak	06/17/2013	W	2140	2013-06-17	Summer
372068	40580	54th/Cermak	06/18/2013	W	2224	2013-06-18	Summer
776351	40580	54th/Cermak	06/19/2013	W	2288	2013-06-19	Summer
581910	40580	54th/Cermak	06/20/2013	W	2375	2013-06-20	Summer
819504	40580	54th/Cermak	06/21/2013	W	2277	2013-06-21	Summer
143701	40580	54th/Cermak	06/22/2013	A	1390	2013-06-22	Summer
603245	40580	54th/Cermak	06/23/2013	U	1066	2013-06-23	Summer
857544	40580	54th/Cermak	06/24/2013	W	2186	2013-06-24	Summer
683334	40580	54th/Cermak	06/25/2013	W	2218	2013-06-25	Summer
778633	40580	54th/Cermak	06/26/2013	W	2147	2013-06-26	Summer
667269	40580	54th/Cermak	06/27/2013	W	2408	2013-06-27	Summer
827397	40580	54th/Cermak	06/28/2013	W	2773	2013-06-28	Summer
223047	40580	54th/Cermak	06/29/2013	A	1298	2013-06-29	Summer
788167	40580	54th/Cermak	06/30/2013	U	1863	2013-06-30	Summer
307805	40580	54th/Cermak	07/01/2013	W	2105	2013-07-01	Summer
340313	40580	54th/Cermak	07/02/2013	W	2120	2013-07-02	Summer
259051	40580	54th/Cermak	07/03/2013	W	2116	2013-07-03	Summer
719695	40580	54th/Cermak	07/04/2013	U	1609	2013-07-04	Summer
702558	40580	54th/Cermak	07/05/2013	W	1901	2013-07-05	Summer
217099	40580	54th/Cermak	07/06/2013	A	1424	2013-07-06	Summer
919013	40580	54th/Cermak	07/07/2013	U	1063	2013-07-07	Summer
261554	40580	54th/Cermak	07/08/2013	W	1988	2013-07-08	Summer
897524	40580	54th/Cermak	07/09/2013	W	2230	2013-07-09	Summer
773085	40580	54th/Cermak	07/10/2013	W	2401	2013-07-10	Summer
382957	40580	54th/Cermak	07/11/2013	W	2649	2013-07-11	Summer
591753	40580	54th/Cermak	07/12/2013	W	2598	2013-07-12	Summer
372517	40580	54th/Cermak	07/13/2013	A	1574	2013-07-13	Summer
579695	40580	54th/Cermak	07/14/2013	U	1320	2013-07-14	Summer
438201	40580	54th/Cermak	07/15/2013	W	2277	2013-07-15	Summer
766132	40580	54th/Cermak	07/16/2013	W	2340	2013-07-16	Summer
202727	40580	54th/Cermak	07/17/2013	W	2323	2013-07-17	Summer
760470	40580	54th/Cermak	07/18/2013	W	2273	2013-07-18	Summer
366354	40580	54th/Cermak	07/19/2013	W	2353	2013-07-19	Summer
968395	40580	54th/Cermak	07/20/2013	A	1456	2013-07-20	Summer
410324	40580	54th/Cermak	07/21/2013	U	1039	2013-07-21	Summer
387413	40580	54th/Cermak	07/22/2013	W	2288	2013-07-22	Summer
862673	40580	54th/Cermak	07/23/2013	W	2303	2013-07-23	Summer
986964	40580	54th/Cermak	07/24/2013	W	2394	2013-07-24	Summer
533175	40580	54th/Cermak	07/25/2013	W	2435	2013-07-25	Summer
502765	40580	54th/Cermak	07/26/2013	W	2322	2013-07-26	Summer
342893	40580	54th/Cermak	07/27/2013	A	1367	2013-07-27	Summer
528807	40580	54th/Cermak	07/28/2013	U	1054	2013-07-28	Summer
154718	40580	54th/Cermak	07/29/2013	W	2211	2013-07-29	Summer
512183	40580	54th/Cermak	07/30/2013	W	2251	2013-07-30	Summer
878787	40580	54th/Cermak	07/31/2013	W	2316	2013-07-31	Summer
531857	40580	54th/Cermak	08/01/2013	W	2389	2013-08-01	Summer
757500	40580	54th/Cermak	08/02/2013	W	2260	2013-08-02	Summer
574866	40580	54th/Cermak	08/03/2013	A	1470	2013-08-03	Summer
708589	40580	54th/Cermak	08/04/2013	U	1070	2013-08-04	Summer
429558	40580	54th/Cermak	08/05/2013	W	2214	2013-08-05	Summer
541221	40580	54th/Cermak	08/06/2013	W	2302	2013-08-06	Summer
911323	40580	54th/Cermak	08/07/2013	W	2218	2013-08-07	Summer
1014679	40580	54th/Cermak	08/08/2013	W	2441	2013-08-08	Summer
902871	40580	54th/Cermak	08/09/2013	W	2246	2013-08-09	Summer
312266	40580	54th/Cermak	08/10/2013	A	1377	2013-08-10	Summer
902132	40580	54th/Cermak	08/11/2013	U	1013	2013-08-11	Summer
696024	40580	54th/Cermak	08/12/2013	W	2115	2013-08-12	Summer
674116	40580	54th/Cermak	08/13/2013	W	2269	2013-08-13	Summer
723594	40580	54th/Cermak	08/14/2013	W	2292	2013-08-14	Summer
491807	40580	54th/Cermak	08/15/2013	W	2199	2013-08-15	Summer
815974	40580	54th/Cermak	08/16/2013	W	2212	2013-08-16	Summer
466352	40580	54th/Cermak	08/17/2013	A	1445	2013-08-17	Summer
170499	40580	54th/Cermak	08/18/2013	U	1107	2013-08-18	Summer
954865	40580	54th/Cermak	08/19/2013	W	2111	2013-08-19	Summer
173346	40580	54th/Cermak	08/20/2013	W	2361	2013-08-20	Summer
975457	40580	54th/Cermak	08/21/2013	W	2133	2013-08-21	Summer
820637	40580	54th/Cermak	08/22/2013	W	2165	2013-08-22	Summer
507345	40580	54th/Cermak	08/23/2013	W	2275	2013-08-23	Summer
346654	40580	54th/Cermak	08/24/2013	A	1326	2013-08-24	Summer
664295	40580	54th/Cermak	08/25/2013	U	974	2013-08-25	Summer
801315	40580	54th/Cermak	08/26/2013	W	2100	2013-08-26	Summer
989018	40580	54th/Cermak	08/27/2013	W	2056	2013-08-27	Summer
311145	40580	54th/Cermak	08/28/2013	W	2053	2013-08-28	Summer
237022	40580	54th/Cermak	08/29/2013	W	2125	2013-08-29	Summer
997773	40580	54th/Cermak	08/30/2013	W	2064	2013-08-30	Summer
432840	40580	54th/Cermak	08/31/2013	A	1149	2013-08-31	Summer
739724	40580	54th/Cermak	09/01/2013	U	1086	2013-09-01	Fall
901778	40580	54th/Cermak	09/02/2013	U	1013	2013-09-02	Fall
188946	40580	54th/Cermak	09/03/2013	W	2294	2013-09-03	Fall
757525	40580	54th/Cermak	09/04/2013	W	2415	2013-09-04	Fall
862431	40580	54th/Cermak	09/05/2013	W	2381	2013-09-05	Fall
225431	40580	54th/Cermak	09/06/2013	W	2265	2013-09-06	Fall
812528	40580	54th/Cermak	09/07/2013	A	1294	2013-09-07	Fall
464231	40580	54th/Cermak	09/08/2013	U	934	2013-09-08	Fall
726847	40580	54th/Cermak	09/09/2013	W	2279	2013-09-09	Fall
672434	40580	54th/Cermak	09/10/2013	W	2257	2013-09-10	Fall
755474	40580	54th/Cermak	09/11/2013	W	2320	2013-09-11	Fall
194720	40580	54th/Cermak	09/12/2013	W	2340	2013-09-12	Fall
418341	40580	54th/Cermak	09/13/2013	W	2387	2013-09-13	Fall
529542	40580	54th/Cermak	09/14/2013	A	1245	2013-09-14	Fall
913155	40580	54th/Cermak	09/15/2013	U	888	2013-09-15	Fall
622937	40580	54th/Cermak	09/16/2013	W	2254	2013-09-16	Fall
335526	40580	54th/Cermak	09/17/2013	W	2311	2013-09-17	Fall
950129	40580	54th/Cermak	09/18/2013	W	2345	2013-09-18	Fall
474516	40580	54th/Cermak	09/19/2013	W	2459	2013-09-19	Fall
692712	40580	54th/Cermak	09/20/2013	W	2291	2013-09-20	Fall
711990	40580	54th/Cermak	09/21/2013	A	1323	2013-09-21	Fall
901688	40580	54th/Cermak	09/22/2013	U	941	2013-09-22	Fall
936178	40580	54th/Cermak	09/23/2013	W	2233	2013-09-23	Fall
