	station_id	stationname	date	daytype	rides	newDates
374700	40890	O'Hare Airport	05/08/2010	A	6752	2010-05-08
641103	40890	O'Hare Airport	05/09/2010	U	7913	2010-05-09
438097	40890	O'Hare Airport	05/10/2010	W	9148	2010-05-10
554489	40890	O'Hare Airport	05/11/2010	W	7711	2010-05-11
190845	40890	O'Hare Airport	05/12/2010	W	7839	2010-05-12
963800	40890	O'Hare Airport	05/13/2010	W	9502	2010-05-13
986999	40890	O'Hare Airport	05/14/2010	W	10688	2010-05-14
266793	40890	O'Hare Airport	05/15/2010	A	7457	2010-05-15
629739	40890	O'Hare Airport	05/16/2010	U	8761	2010-05-16
150003	40890	O'Hare Airport	05/17/2010	W	9705	2010-05-17
279231	40890	O'Hare Airport	05/18/2010	W	8272	2010-05-18
234673	40890	O'Hare Airport	05/19/2010	W	8391	2010-05-19
404971	40890	O'Hare Airport	05/20/2010	W	9351	2010-05-20
382979	40890	O'Hare Airport	05/21/2010	W	10209	2010-05-21
883076	40890	O'Hare Airport	05/22/2010	A	7835	2010-05-22
999212	40890	O'Hare Airport	05/23/2010	U	8820	2010-05-23
937778	40890	O'Hare Airport	05/24/2010	W	9655	2010-05-24
584538	40890	O'Hare Airport	05/25/2010	W	8575	2010-05-25
634256	40890	O'Hare Airport	05/26/2010	W	8417	2010-05-26
220598	40890	O'Hare Airport	05/27/2010	W	10320	2010-05-27
179893	40890	O'Hare Airport	05/28/2010	W	11773	2010-05-28
825083	40890	O'Hare Airport	05/29/2010	A	8698	2010-05-29
439405	40890	O'Hare Airport	05/30/2010	U	7581	2010-05-30
171633	40890	O'Hare Airport	05/31/2010	U	9825	2010-05-31
215554	40890	O'Hare Airport	06/01/2010	W	10279	2010-06-01
224956	40890	O'Hare Airport	06/02/2010	W	8392	2010-06-02
414562	40890	O'Hare Airport	06/03/2010	W	9101	2010-06-03
182750	40890	O'Hare Airport	06/04/2010	W	9878	2010-06-04
920142	40890	O'Hare Airport	06/05/2010	A	7363	2010-06-05
573065	40890	O'Hare Airport	06/06/2010	U	8558	2010-06-06
149206	40890	O'Hare Airport	06/07/2010	W	9294	2010-06-07
905508	40890	O'Hare Airport	06/08/2010	W	8707	2010-06-08
302682	40890	O'Hare Airport	06/09/2010	W	8919	2010-06-09
713220	40890	O'Hare Airport	06/10/2010	W	10253	2010-06-10
348871	40890	O'Hare Airport	06/11/2010	W	11481	2010-06-11
251471	40890	O'Hare Airport	06/12/2010	A	7706	2010-06-12
461657	40890	O'Hare Airport	06/13/2010	U	8907	2010-06-13
469655	40890	O'Hare Airport	06/14/2010	W	9968	2010-06-14
507750	40890	O'Hare Airport	06/15/2010	W	9047	2010-06-15
154294	40890	O'Hare Airport	06/16/2010	W	9591	2010-06-16
741796	40890	O'Hare Airport	06/17/2010	W	10319	2010-06-17
521697	40890	O'Hare Airport	06/18/2010	W	9703	2010-06-18
973932	40890	O'Hare Airport	06/19/2010	A	8720	2010-06-19
416106	40890	O'Hare Airport	06/20/2010	U	8355	2010-06-20
612020	40890	O'Hare Airport	06/21/2010	W	9454	2010-06-21
772147	40890	O'Hare Airport	06/22/2010	W	8995	2010-06-22
956146	40890	O'Hare Airport	06/23/2010	W	8380	2010-06-23
399651	40890	O'Hare Airport	06/24/2010	W	10801	2010-06-24
949214	40890	O'Hare Airport	06/25/2010	W	11421	2010-06-25
905958	40890	O'Hare Airport	06/26/2010	A	8313	2010-06-26
872275	40890	O'Hare Airport	06/27/2010	U	8354	2010-06-27
799142	40890	O'Hare Airport	06/28/2010	W	10358	2010-06-28
206522	40890	O'Hare Airport	06/29/2010	W	9157	2010-06-29
669595	40890	O'Hare Airport	06/30/2010	W	9218	2010-06-30
324906	40890	O'Hare Airport	07/01/2010	W	10269	2010-07-01
801033	40890	O'Hare Airport	07/02/2010	W	11587	2010-07-02
388301	40890	O'Hare Airport	07/03/2010	A	8800	2010-07-03
781248	40890	O'Hare Airport	07/04/2010	U	7882	2010-07-04
326498	40890	O'Hare Airport	07/05/2010	U	10646	2010-07-05
231049	40890	O'Hare Airport	07/06/2010	W	9362	2010-07-06
291639	40890	O'Hare Airport	07/07/2010	W	8609	2010-07-07
312146	40890	O'Hare Airport	07/08/2010	W	9126	2010-07-08
166539	40890	O'Hare Airport	07/09/2010	W	10165	2010-07-09
916197	40890	O'Hare Airport	07/10/2010	A	7453	2010-07-10
938001	40890	O'Hare Airport	07/11/2010	U	8286	2010-07-11
270062	40890	O'Hare Airport	07/12/2010	W	9435	2010-07-12
365267	40890	O'Hare Airport	07/13/2010	W	8683	2010-07-13
341056	40890	O'Hare Airport	07/14/2010	W	9404	2010-07-14
674529	40890	O'Hare Airport	07/15/2010	W	10991	2010-07-15
338719	40890	O'Hare Airport	07/16/2010	W	12186	2010-07-16
341692	40890	O'Hare Airport	07/17/2010	A	9005	2010-07-17
238402	40890	O'Hare Airport	07/18/2010	U	9072	2010-07-18
561974	40890	O'Hare Airport	07/19/2010	W	9682	2010-07-19
875107	40890	O'Hare Airport	07/20/2010	W	9264	2010-07-20
378171	40890	O'Hare Airport	07/21/2010	W	8997	2010-07-21
992189	40890	O'Hare Airport	07/22/2010	W	10116	2010-07-22
572950	40890	O'Hare Airport	07/23/2010	W	10529	2010-07-23
212455	40890	O'Hare Airport	07/24/2010	A	8883	2010-07-24
813045	40890	O'Hare Airport	07/25/2010	U	8840	2010-07-25
248597	40890	O'Hare Airport	07/26/2010	W	9775	2010-07-26
230150	40890	O'Hare Airport	07/27/2010	W	8976	2010-07-27
981808	40890	O'Hare Airport	07/28/2010	W	9041	2010-07-28
908145	40890	O'Hare Airport	07/29/2010	W	9969	2010-07-29
302560	40890	O'Hare Airport	07/30/2010	W	11457	2010-07-30
577137	40890	O'Hare Airport	07/31/2010	A	8410	2010-07-31
320434	40890	O'Hare Airport	08/01/2010	U	9008	2010-08-01
726746	40890	O'Hare Airport	08/02/2010	W	10173	2010-08-02
742800	40890	O'Hare Airport	08/03/2010	W	9312	2010-08-03
248609	40890	O'Hare Airport	08/04/2010	W	9475	2010-08-04
635680	40890	O'Hare Airport	08/05/2010	W	12741	2010-08-05
527669	40890	O'Hare Airport	08/06/2010	W	14082	2010-08-06
387822	40890	O'Hare Airport	08/07/2010	A	9655	2010-08-07
985751	40890	O'Hare Airport	08/08/2010	U	9580	2010-08-08
379291	40890	O'Hare Airport	08/09/2010	W	10246	2010-08-09
389131	40890	O'Hare Airport	08/10/2010	W	9231	2010-08-10
150552	40890	O'Hare Airport	08/11/2010	W	9446	2010-08-11
244007	40890	O'Hare Airport	08/12/2010	W	10089	2010-08-12
301524	40890	O'Hare Airport	08/13/2010	W	10822	2010-08-13
259893	40890	O'Hare Airport	08/14/2010	A	8489	2010-08-14
997951	40890	O'Hare Airport	08/15/2010	U	9105	2010-08-15
882768	40890	O'Hare Airport	08/16/2010	W	10017	2010-08-16
312377	40890	O'Hare Airport	08/17/2010	W	9193	2010-08-17
433648	40890	O'Hare Airport	08/18/2010	W	9323	2010-08-18
271528	40890	O'Hare Airport	08/19/2010	W	10557	2010-08-19
704859	40890	O'Hare Airport	08/20/2010	W	11462	2010-08-20
137852	40890	O'Hare Airport	08/21/2010	A	8126	2010-08-21
944888	40890	O'Hare Airport	08/22/2010	U	8740	2010-08-22
702888	40890	O'Hare Airport	08/23/2010	W	9895	2010-08-23
207966	40890	O'Hare Airport	08/24/2010	W	8588	2010-08-24
513975	40890	O'Hare Airport	08/25/2010	W	8796	2010-08-25
849972	40890	O'Hare Airport	08/26/2010	W	9879	2010-08-26
905784	40890	O'Hare Airport	08/27/2010	W	11132	2010-08-27
567478	40890	O'Hare Airport	08/28/2010	A	7727	2010-08-28
229122	40890	O'Hare Airport	08/29/2010	U	8834	2010-08-29
511747	40890	O'Hare Airport	08/30/2010	W	9364	2010-08-30
300267	40890	O'Hare Airport	08/31/2010	W	8044	2010-08-31
674448	40890	O'Hare Airport	09/01/2010	W	8212	2010-09-01
275333	40890	O'Hare Airport	09/02/2010	W	9822	2010-09-02
748984	40890	O'Hare Airport	09/03/2010	W	13189	2010-09-03
150340	40890	O'Hare Airport	09/04/2010	A	9156	2010-09-04
475624	40890	O'Hare Airport	09/05/2010	U	8086	2010-09-05
582415	40890	O'Hare Airport	09/06/2010	U	11527	2010-09-06
148637	40890	O'Hare Airport	09/07/2010	W	10402	2010-09-07
413856	40890	O'Hare Airport	09/08/2010	W	8559	2010-09-08
983991	40890	O'Hare Airport	09/09/2010	W	9157	2010-09-09
256306	40890	O'Hare Airport	09/10/2010	W	10491	2010-09-10
426872	40890	O'Hare Airport	09/11/2010	A	7506	2010-09-11
762052	40890	O'Hare Airport	09/12/2010	U	8722	2010-09-12
563909	40890	O'Hare Airport	09/13/2010	W	9723	2010-09-13
139931	40890	O'Hare Airport	09/14/2010	W	8561	2010-09-14
330846	40890	O'Hare Airport	09/15/2010	W	8872	2010-09-15
861774	40890	O'Hare Airport	09/16/2010	W	10142	2010-09-16
837503	40890	O'Hare Airport	09/17/2010	W	11518	2010-09-17
410811	40890	O'Hare Airport	09/18/2010	A	7819	2010-09-18
225241	40890	O'Hare Airport	09/19/2010	U	9046	2010-09-19
545322	40890	O'Hare Airport	09/20/2010	W	9905	2010-09-20
377853	40890	O'Hare Airport	09/21/2010	W	8635	2010-09-21
911790	40890	O'Hare Airport	09/22/2010	W	8964	2010-09-22
716096	40890	O'Hare Airport	09/23/2010	W	10992	2010-09-23
890266	40890	O'Hare Airport	09/24/2010	W	12120	2010-09-24
302579	40890	O'Hare Airport	09/25/2010	A	8107	2010-09-25
209182	40890	O'Hare Airport	09/26/2010	U	9057	2010-09-26
936688	40890	O'Hare Airport	09/27/2010	W	9777	2010-09-27
725197	40890	O'Hare Airport	09/28/2010	W	8384	2010-09-28
896182	40890	O'Hare Airport	09/29/2010	W	8504	2010-09-29
232956	40890	O'Hare Airport	09/30/2010	W	9405	2010-09-30
293934	40890	O'Hare Airport	10/01/2010	W	10752	2010-10-01
998663	40890	O'Hare Airport	10/02/2010	A	7424	2010-10-02
648123	40890	O'Hare Airport	10/03/2010	U	8818	2010-10-03
401810	40890	O'Hare Airport	10/04/2010	W	9773	2010-10-04
1009209	40890	O'Hare Airport	10/05/2010	W	8310	2010-10-05
926565	40890	O'Hare Airport	10/06/2010	W	8710	2010-10-06
731686	40890	O'Hare Airport	10/07/2010	W	10849	2010-10-07
679674	40890	O'Hare Airport	10/08/2010	W	14607	2010-10-08
851476	40890	O'Hare Airport	10/09/2010	A	10063	2010-10-09
826508	40890	O'Hare Airport	10/10/2010	U	9523	2010-10-10
887335	40890	O'Hare Airport	10/11/2010	W	10228	2010-10-11
981030	40890	O'Hare Airport	10/12/2010	W	9195	2010-10-12
563634	40890	O'Hare Airport	10/13/2010	W	8628	2010-10-13
764081	40890	O'Hare Airport	10/14/2010	W	11094	2010-10-14
217748	40890	O'Hare Airport	10/15/2010	W	12794	2010-10-15
177266	40890	O'Hare Airport	10/16/2010	A	8398	2010-10-16
642032	40890	O'Hare Airport	10/17/2010	U	9262	2010-10-17
310661	40890	O'Hare Airport	10/18/2010	W	9973	2010-10-18
341991	40890	O'Hare Airport	10/19/2010	W	8511	2010-10-19
392402	40890	O'Hare Airport	10/20/2010	W	8767	2010-10-20
381467	40890	O'Hare Airport	10/21/2010	W	10652	2010-10-21
829249	40890	O'Hare Airport	10/22/2010	W	11878	2010-10-22
599008	40890	O'Hare Airport	10/23/2010	A	7578	2010-10-23
775501	40890	O'Hare Airport	10/24/2010	U	8765	2010-10-24
163641	40890	O'Hare Airport	10/25/2010	W	9593	2010-10-25
402534	40890	O'Hare Airport	10/26/2010	W	7486	2010-10-26
542332	40890	O'Hare Airport	10/27/2010	W	7997	2010-10-27
212983	40890	O'Hare Airport	10/28/2010	W	9617	2010-10-28
721439	40890	O'Hare Airport	10/29/2010	W	10494	2010-10-29
473340	40890	O'Hare Airport	10/30/2010	A	7273	2010-10-30
392637	40890	O'Hare Airport	10/31/2010	U	8317	2010-10-31
880067	40890	O'Hare Airport	11/01/2010	W	9876	2010-11-01
494236	40890	O'Hare Airport	11/02/2010	W	8012	2010-11-02
538156	40890	O'Hare Airport	11/03/2010	W	8370	2010-11-03
178728	40890	O'Hare Airport	11/04/2010	W	9359	2010-11-04
881236	40890	O'Hare Airport	11/05/2010	W	10586	2010-11-05
616589	40890	O'Hare Airport	11/06/2010	A	6908	2010-11-06
784266	40890	O'Hare Airport	11/07/2010	U	8601	2010-11-07
393602	40890	O'Hare Airport	11/08/2010	W	9191	2010-11-08
609560	40890	O'Hare Airport	11/09/2010	W	7818	2010-11-09
963118	40890	O'Hare Airport	11/10/2010	W	8339	2010-11-10
825590	40890	O'Hare Airport	11/11/2010	W	9787	2010-11-11
404271	40890	O'Hare Airport	11/12/2010	W	11177	2010-11-12
211618	40890	O'Hare Airport	11/13/2010	A	7797	2010-11-13
429590	40890	O'Hare Airport	11/14/2010	U	8922	2010-11-14
448632	40890	O'Hare Airport	11/15/2010	W	9573	2010-11-15
944636	40890	O'Hare Airport	11/16/2010	W	8694	2010-11-16
406007	40890	O'Hare Airport	11/17/2010	W	8496	2010-11-17
617047	40890	O'Hare Airport	11/18/2010	W	9226	2010-11-18
236587	40890	O'Hare Airport	11/19/2010	W	9891	2010-11-19
878155	40890	O'Hare Airport	11/20/2010	A	7084	2010-11-20
341690	40890	O'Hare Airport	11/21/2010	U	7452	2010-11-21
173805	40890	O'Hare Airport	11/22/2010	W	8150	2010-11-22
677501	40890	O'Hare Airport	11/23/2010	W	8505	2010-11-23
592443	40890	O'Hare Airport	11/24/2010	W	9506	2010-11-24
181704	40890	O'Hare Airport	11/25/2010	U	6336	2010-11-25
754574	40890	O'Hare Airport	11/26/2010	W	7582	2010-11-26
545949	40890	O'Hare Airport	11/27/2010	A	9531	2010-11-27
597501	40890	O'Hare Airport	11/28/2010	U	12393	2010-11-28
604265	40890	O'Hare Airport	11/29/2010	W	11558	2010-11-29
588123	40890	O'Hare Airport	11/30/2010	W	8769	2010-11-30
683171	40890	O'Hare Airport	12/01/2010	W	7809	2010-12-01
436997	40890	O'Hare Airport	12/02/2010	W	8565	2010-12-02
336439	40890	O'Hare Airport	12/03/2010	W	9519	2010-12-03
526423	40890	O'Hare Airport	12/04/2010	A	6634	2010-12-04
646928	40890	O'Hare Airport	12/05/2010	U	7188	2010-12-05
270547	40890	O'Hare Airport	12/06/2010	W	8005	2010-12-06
985057	40890	O'Hare Airport	12/07/2010	W	7217	2010-12-07
227588	40890	O'Hare Airport	12/08/2010	W	7600	2010-12-08
159007	40890	O'Hare Airport	12/09/2010	W	8473	2010-12-09
232990	40890	O'Hare Airport	12/10/2010	W	9924	2010-12-10
730462	40890	O'Hare Airport	12/11/2010	A	6560	2010-12-11
908452	40890	O'Hare Airport	12/12/2010	U	6304	2010-12-12
875864	40890	O'Hare Airport	12/13/2010	W	9121	2010-12-13
703121	40890	O'Hare Airport	12/14/2010	W	7750	2010-12-14
228515	40890	O'Hare Airport	12/15/2010	W	8079	2010-12-15
1008221	40890	O'Hare Airport	12/16/2010	W	7988	2010-12-16
138923	40890	O'Hare Airport	12/17/2010	W	8873	2010-12-17
906842	40890	O'Hare Airport	12/18/2010	A	6680	2010-12-18
687641	40890	O'Hare Airport	12/19/2010	U	6969	2010-12-19
983510	40890	O'Hare Airport	12/20/2010	W	7623	2010-12-20
824785	40890	O'Hare Airport	12/21/2010	W	8107	2010-12-21
796038	40890	O'Hare Airport	12/22/2010	W	7860	2010-12-22
282338	40890	O'Hare Airport	12/23/2010	W	7357	2010-12-23
946740	40890	O'Hare Airport	12/24/2010	W	6123	2010-12-24
364932	40890	O'Hare Airport	12/25/2010	U	5418	2010-12-25
211503	40890	O'Hare Airport	12/26/2010	U	8902	2010-12-26
549263	40890	O'Hare Airport	12/27/2010	W	9910	2010-12-27
195912	40890	O'Hare Airport	12/28/2010	W	10303	2010-12-28
946048	40890	O'Hare Airport	12/29/2010	W	9646	2010-12-29
598089	40890	O'Hare Airport	12/30/2010	W	10532	2010-12-30
531210	40890	O'Hare Airport	12/31/2010	W	7543	2010-12-31
487627	40890	O'Hare Airport	01/01/2011	U	6409	2011-01-01
884711	40890	O'Hare Airport	01/02/2011	U	8536	2011-01-02
928173	40890	O'Hare Airport	01/03/2011	W	8831	2011-01-03
277437	40890	O'Hare Airport	01/04/2011	W	7991	2011-01-04
966600	40890	O'Hare Airport	01/05/2011	W	7382	2011-01-05
964691	40890	O'Hare Airport	01/06/2011	W	7568	2011-01-06
489536	40890	O'Hare Airport	01/07/2011	W	8129	2011-01-07
433690	40890	O'Hare Airport	01/08/2011	A	6264	2011-01-08
832093	40890	O'Hare Airport	01/09/2011	U	6761	2011-01-09
750103	40890	O'Hare Airport	01/10/2011	W	7777	2011-01-10
921644	40890	O'Hare Airport	01/11/2011	W	7036	2011-01-11
248009	40890	O'Hare Airport	01/12/2011	W	7024	2011-01-12
198484	40890	O'Hare Airport	01/13/2011	W	7748	2011-01-13
754108	40890	O'Hare Airport	01/14/2011	W	8649	2011-01-14
915891	40890	O'Hare Airport	01/15/2011	A	6310	2011-01-15
862464	40890	O'Hare Airport	01/16/2011	U	6540	2011-01-16
631307	40890	O'Hare Airport	01/17/2011	W	7908	2011-01-17
336379	40890	O'Hare Airport	01/18/2011	W	7680	2011-01-18
670402	40890	O'Hare Airport	01/19/2011	W	7012	2011-01-19
660379	40890	O'Hare Airport	01/20/2011	W	7488	2011-01-20
901620	40890	O'Hare Airport	01/21/2011	W	7674	2011-01-21
456035	40890	O'Hare Airport	01/22/2011	A	5847	2011-01-22
866970	40890	O'Hare Airport	01/23/2011	U	6447	2011-01-23
922421	40890	O'Hare Airport	01/24/2011	W	7241	2011-01-24
933013	40890	O'Hare Airport	01/25/2011	W	6622	2011-01-25
858782	40890	O'Hare Airport	01/26/2011	W	6719	2011-01-26
415864	40890	O'Hare Airport	01/27/2011	W	7344	2011-01-27
411327	40890	O'Hare Airport	01/28/2011	W	7889	2011-01-28
347713	40890	O'Hare Airport	01/29/2011	A	5617	2011-01-29
847965	40890	O'Hare Airport	01/30/2011	U	6374	2011-01-30
630809	40890	O'Hare Airport	01/31/2011	W	7606	2011-01-31
642152	40890	O'Hare Airport	02/01/2011	W	6221	2011-02-01
831043	40890	O'Hare Airport	02/02/2011	W	1900	2011-02-02
168300	40890	O'Hare Airport	02/03/2011	W	7775	2011-02-03
922946	40890	O'Hare Airport	02/04/2011	W	8040	2011-02-04
808896	40890	O'Hare Airport	02/05/2011	A	5484	2011-02-05
670781	40890	O'Hare Airport	02/06/2011	U	6234	2011-02-06
341872	40890	O'Hare Airport	02/07/2011	W	7905	2011-02-07
938563	40890	O'Hare Airport	02/08/2011	W	7027	2011-02-08
810768	40890	O'Hare Airport	02/09/2011	W	6870	2011-02-09
326128	40890	O'Hare Airport	02/10/2011	W	7826	2011-02-10
594141	40890	O'Hare Airport	02/11/2011	W	8434	2011-02-11
434170	40890	O'Hare Airport	02/12/2011	A	5917	2011-02-12
758152	40890	O'Hare Airport	02/13/2011	U	6955	2011-02-13
421225	40890	O'Hare Airport	02/14/2011	W	7776	2011-02-14
171255	40890	O'Hare Airport	02/15/2011	W	7075	2011-02-15
545311	40890	O'Hare Airport	02/16/2011	W	6965	2011-02-16
909578	40890	O'Hare Airport	02/17/2011	W	8072	2011-02-17
833450	40890	O'Hare Airport	02/18/2011	W	9257	2011-02-18
803430	40890	O'Hare Airport	02/19/2011	A	6316	2011-02-19
223246	40890	O'Hare Airport	02/20/2011	U	6587	2011-02-20
990919	40890	O'Hare Airport	02/21/2011	W	8723	2011-02-21
395191	40890	O'Hare Airport	02/22/2011	W	8137	2011-02-22
153145	40890	O'Hare Airport	02/23/2011	W	7574	2011-02-23
850831	40890	O'Hare Airport	02/24/2011	W	8110	2011-02-24
825578	40890	O'Hare Airport	02/25/2011	W	8184	2011-02-25
764868	40890	O'Hare Airport	02/26/2011	A	5833	2011-02-26
965246	40890	O'Hare Airport	02/27/2011	U	6792	2011-02-27
230514	40890	O'Hare Airport	02/28/2011	W	8441	2011-02-28
876211	40890	O'Hare Airport	03/01/2011	W	7184	2011-03-01
155785	40890	O'Hare Airport	03/02/2011	W	7152	2011-03-02
944508	40890	O'Hare Airport	03/03/2011	W	7972	2011-03-03
903638	40890	O'Hare Airport	03/04/2011	W	8724	2011-03-04
632547	40890	O'Hare Airport	03/05/2011	A	6807	2011-03-05
503404	40890	O'Hare Airport	03/06/2011	U	7503	2011-03-06
793302	40890	O'Hare Airport	03/07/2011	W	9220	2011-03-07
605637	40890	O'Hare Airport	03/08/2011	W	8429	2011-03-08
998494	40890	O'Hare Airport	03/09/2011	W	8152	2011-03-09
698374	40890	O'Hare Airport	03/10/2011	W	8501	2011-03-10
649448	40890	O'Hare Airport	03/11/2011	W	9969	2011-03-11
235272	40890	O'Hare Airport	03/12/2011	A	6995	2011-03-12
868425	40890	O'Hare Airport	03/13/2011	U	7892	2011-03-13
833677	40890	O'Hare Airport	03/14/2011	W	8640	2011-03-14
219700	40890	O'Hare Airport	03/15/2011	W	7778	2011-03-15
298259	40890	O'Hare Airport	03/16/2011	W	8139	2011-03-16
305144	40890	O'Hare Airport	03/17/2011	W	9034	2011-03-17
253156	40890	O'Hare Airport	03/18/2011	W	9179	2011-03-18
678480	40890	O'Hare Airport	03/19/2011	A	7092	2011-03-19
245618	40890	O'Hare Airport	03/20/2011	U	7859	2011-03-20
876646	40890	O'Hare Airport	03/21/2011	W	9193	2011-03-21
468542	40890	O'Hare Airport	03/22/2011	W	7717	2011-03-22
374201	40890	O'Hare Airport	03/23/2011	W	7845	2011-03-23
928741	40890	O'Hare Airport	03/24/2011	W	9105	2011-03-24
878860	40890	O'Hare Airport	03/25/2011	W	9702	2011-03-25
632536	40890	O'Hare Airport	03/26/2011	A	7376	2011-03-26
800237	40890	O'Hare Airport	03/27/2011	U	9038	2011-03-27
943187	40890	O'Hare Airport	03/28/2011	W	9649	2011-03-28
806520	40890	O'Hare Airport	03/29/2011	W	7975	2011-03-29
775976	40890	O'Hare Airport	03/30/2011	W	8301	2011-03-30
912249	40890	O'Hare Airport	03/31/2011	W	9116	2011-03-31
874540	40890	O'Hare Airport	04/01/2011	W	9366	2011-04-01
468926	40890	O'Hare Airport	04/02/2011	A	6591	2011-04-02
241466	40890	O'Hare Airport	04/03/2011	U	6998	2011-04-03
549521	40890	O'Hare Airport	04/04/2011	W	8910	2011-04-04
224756	40890	O'Hare Airport	04/05/2011	W	8075	2011-04-05
924692	40890	O'Hare Airport	04/06/2011	W	8135	2011-04-06
376700	40890	O'Hare Airport	04/07/2011	W	9028	2011-04-07
608312	40890	O'Hare Airport	04/08/2011	W	9050	2011-04-08
441994	40890	O'Hare Airport	04/09/2011	A	7284	2011-04-09
225217	40890	O'Hare Airport	04/10/2011	U	7995	2011-04-10
280311	40890	O'Hare Airport	04/11/2011	W	9429	2011-04-11
290002	40890	O'Hare Airport	04/12/2011	W	8414	2011-04-12
185740	40890	O'Hare Airport	04/13/2011	W	8664	2011-04-13
255727	40890	O'Hare Airport	04/14/2011	W	9168	2011-04-14
235581	40890	O'Hare Airport	04/15/2011	W	9342	2011-04-15
624438	40890	O'Hare Airport	04/16/2011	A	7050	2011-04-16
617794	40890	O'Hare Airport	04/17/2011	U	8027	2011-04-17
904895	40890	O'Hare Airport	04/18/2011	W	9330	2011-04-18
730861	40890	O'Hare Airport	04/19/2011	W	7743	2011-04-19
719436	40890	O'Hare Airport	04/20/2011	W	9128	2011-04-20
461517	40890	O'Hare Airport	04/21/2011	W	10242	2011-04-21
975572	40890	O'Hare Airport	04/22/2011	W	9116	2011-04-22
307715	40890	O'Hare Airport	04/23/2011	A	7324	2011-04-23
589701	40890	O'Hare Airport	04/24/2011	U	8484	2011-04-24
405559	40890	O'Hare Airport	04/25/2011	W	9605	2011-04-25
810466	40890	O'Hare Airport	04/26/2011	W	8441	2011-04-26
610764	40890	O'Hare Airport	04/27/2011	W	8546	2011-04-27
973851	40890	O'Hare Airport	04/28/2011	W	9474	2011-04-28
393539	40890	O'Hare Airport	04/29/2011	W	10453	2011-04-29
575473	40890	O'Hare Airport	04/30/2011	A	7235	2011-04-30
1002728	40890	O'Hare Airport	05/01/2011	U	8436	2011-05-01
207514	40890	O'Hare Airport	05/02/2011	W	9587	2011-05-02
622811	40890	O'Hare Airport	05/03/2011	W	8092	2011-05-03
812509	40890	O'Hare Airport	05/04/2011	W	8419	2011-05-04
605950	40890	O'Hare Airport	05/05/2011	W	9282	2011-05-05
974647	40890	O'Hare Airport	05/06/2011	W	11022	2011-05-06
910734	40890	O'Hare Airport	05/07/2011	A	7294	2011-05-07
603982	40890	O'Hare Airport	05/08/2011	U	8215	2011-05-08
196529	40890	O'Hare Airport	05/09/2011	W	9561	2011-05-09
983103	40890	O'Hare Airport	05/10/2011	W	8581	2011-05-10
944370	40890	O'Hare Airport	05/11/2011	W	8922	2011-05-11
821244	40890	O'Hare Airport	05/12/2011	W	11162	2011-05-12
720047	40890	O'Hare Airport	05/13/2011	W	11169	2011-05-13
985334	40890	O'Hare Airport	05/14/2011	A	7939	2011-05-14
197423	40890	O'Hare Airport	05/15/2011	U	8513	2011-05-15
698864	40890	O'Hare Airport	05/16/2011	W	10633	2011-05-16
153205	40890	O'Hare Airport	05/17/2011	W	9040	2011-05-17
398368	40890	O'Hare Airport	05/18/2011	W	8727	2011-05-18
685576	40890	O'Hare Airport	05/19/2011	W	10493	2011-05-19
528134	40890	O'Hare Airport	05/20/2011	W	11733	2011-05-20
685709	40890	O'Hare Airport	05/21/2011	A	8261	2011-05-21
710294	40890	O'Hare Airport	05/22/2011	U	8633	2011-05-22
651161	40890	O'Hare Airport	05/23/2011	W	11591	2011-05-23
641602	40890	O'Hare Airport	05/24/2011	W	9851	2011-05-24
990982	40890	O'Hare Airport	05/25/2011	W	8609	2011-05-25
982718	40890	O'Hare Airport	05/26/2011	W	10591	2011-05-26
216804	40890	O'Hare Airport	05/27/2011	W	12711	2011-05-27
1010320	40890	O'Hare Airport	05/28/2011	A	9057	2011-05-28
704785	40890	O'Hare Airport	05/29/2011	U	7628	2011-05-29
672960	40890	O'Hare Airport	05/30/2011	U	11740	2011-05-30
939491	40890	O'Hare Airport	05/31/2011	W	10292	2011-05-31
903651	40890	O'Hare Airport	06/01/2011	W	9128	2011-06-01
688942	40890	O'Hare Airport	06/02/2011	W	10182	2011-06-02
178524	40890	O'Hare Airport	06/03/2011	W	11144	2011-06-03
765358	40890	O'Hare Airport	06/04/2011	A	7850	2011-06-04
218233	40890	O'Hare Airport	06/05/2011	U	9323	2011-06-05
890464	40890	O'Hare Airport	06/06/2011	W	10275	2011-06-06
969887	40890	O'Hare Airport	06/07/2011	W	9481	2011-06-07
297149	40890	O'Hare Airport	06/08/2011	W	9759	2011-06-08
561357	40890	O'Hare Airport	06/09/2011	W	9733	2011-06-09
630217	40890	O'Hare Airport	06/10/2011	W	11815	2011-06-10
291941	40890	O'Hare Airport	06/11/2011	A	8870	2011-06-11
405415	40890	O'Hare Airport	06/12/2011	U	10199	2011-06-12
719038	40890	O'Hare Airport	06/13/2011	W	11128	2011-06-13
891943	40890	O'Hare Airport	06/14/2011	W	10321	2011-06-14
590606	40890	O'Hare Airport	06/15/2011	W	10404	2011-06-15
375432	40890	O'Hare Airport	06/16/2011	W	11997	2011-06-16
177368	40890	O'Hare Airport	06/17/2011	W	12315	2011-06-17
297599	40890	O'Hare Airport	06/18/2011	A	8685	2011-06-18
873335	40890	O'Hare Airport	06/19/2011	U	9579	2011-06-19
334250	40890	O'Hare Airport	06/20/2011	W	10422	2011-06-20
867070	40890	O'Hare Airport	06/21/2011	W	9348	2011-06-21
535819	40890	O'Hare Airport	06/22/2011	W	10477	2011-06-22
